temperature_c,ph,dissolved_oxygen_mg_l,salinity_ppt,ammonia_mg_l,feed_kg_day,shrimp_age_days,stocking_density_per_m2,high_risk
28.61,7.86,3.33,11.51,0.275,50.13,102,41.7,1
30.65,7.93,4.57,21.47,0.091,41.64,36,32.5,0
26.34,8.06,3.81,21.97,0.099,36.01,123,55.0,0
25.66,8.31,7.73,10.24,0.376,26.02,107,60.4,0
30.65,7.42,4.37,16.22,0.058,25.03,76,15.9,0
27.79,7.42,4.37,29.14,0.057,47.21,31,39.0,0
28.22,8.6,4.54,12.12,0.102,41.18,118,26.8,0
25.29,8.22,5.12,20.56,0.046,35.77,76,47.3,0
27.64,7.59,4.59,18.63,0.048,51.97,107,26.4,0
28.98,7.74,4.83,24.56,0.369,38.99,13,25.2,0
30.86,7.74,1.0,19.77,0.101,28.3,50,61.9,0
27.46,7.82,5.07,15.41,0.161,38.0,45,42.5,0
32.31,8.06,5.02,18.4,0.031,54.31,107,44.1,0
27.63,9.19,6.3,18.49,0.053,26.65,65,51.5,0
27.63,7.9,6.64,17.45,0.405,45.14,24,59.6,0
32.07,8.16,4.77,10.09,0.047,41.17,83,38.7,0
29.42,6.87,6.02,25.46,0.165,30.59,29,39.1,0
27.9,7.53,3.62,24.4,0.003,37.6,63,39.1,0
28.69,8.48,5.96,11.73,0.029,18.42,129,61.2,0
31.71,8.02,4.28,16.2,0.099,43.64,62,44.0,0
31.93,6.0,3.52,16.65,0.241,21.53,61,40.6,0
27.37,8.17,4.77,11.06,0.126,58.09,14,50.9,0
28.92,8.85,6.75,6.8,0.107,40.62,65,72.5,1
29.18,6.7,5.23,13.98,0.203,33.42,124,46.1,0
27.03,8.64,6.87,15.86,0.148,59.41,124,41.0,0
28.89,6.28,4.06,9.35,0.12,26.52,125,74.1,0
29.01,8.32,6.31,19.06,0.083,30.78,53,64.9,0
31.28,7.8,4.18,24.98,0.103,14.56,17,62.8,0
31.41,6.51,5.28,23.05,0.081,61.64,38,37.5,0
28.34,8.05,5.27,17.24,0.121,70.09,35,36.0,0
28.57,8.43,5.83,6.96,0.17,16.9,19,17.5,0
30.33,8.0,5.31,22.29,0.036,29.76,95,59.5,0
27.83,8.12,4.08,18.88,0.067,43.05,72,46.2,0
30.18,7.57,6.1,20.55,0.198,34.26,96,18.0,0
28.82,6.78,7.16,29.62,0.217,41.53,33,63.0,1
27.06,8.18,4.27,13.05,0.333,40.24,93,39.9,0
27.09,8.76,2.71,2.0,0.129,48.11,17,41.8,1
31.89,8.42,5.62,11.68,0.063,27.59,96,22.3,0
28.69,6.71,4.59,20.92,0.068,44.89,107,52.4,0
32.28,6.97,4.84,18.16,0.125,25.26,40,52.5,0
27.97,7.33,5.7,10.71,0.053,35.82,49,44.3,0
29.58,6.92,4.43,9.48,0.317,15.95,62,38.7,0
33.79,7.82,4.66,15.87,0.08,35.93,79,84.4,1
26.89,8.02,4.87,10.52,0.286,33.41,73,26.9,0
25.2,7.01,6.84,21.12,0.046,56.15,22,34.2,0
31.57,8.23,5.04,15.53,0.104,41.11,55,55.6,0
27.35,8.13,3.46,14.24,0.091,43.84,70,29.8,0
28.96,7.5,3.51,13.45,0.03,41.66,83,28.7,0
27.83,7.71,5.17,19.58,0.097,10.06,85,62.0,0
29.54,6.73,3.59,18.26,0.147,12.05,89,54.1,0
27.1,7.62,3.05,19.21,0.01,37.22,63,52.3,0
28.64,7.8,5.79,19.08,0.182,46.18,70,47.7,0
29.9,7.89,5.86,17.57,0.157,38.48,50,34.6,0
26.98,8.01,4.54,11.8,0.119,29.04,42,41.2,0
27.6,7.93,5.37,13.62,0.21,38.4,47,43.8,0
28.31,7.65,5.24,15.63,0.22,37.09,62,57.7,0
26.14,7.96,5.75,30.39,0.65,53.69,23,51.4,1
28.15,8.35,5.76,9.91,0.029,52.85,36,31.1,0
29.24,7.75,1.74,15.49,0.35,33.7,23,56.8,1
28.2,7.97,4.7,18.59,0.25,41.25,59,19.8,0
28.46,7.7,5.65,16.18,0.157,46.14,69,40.2,0
28.96,7.44,4.49,24.44,0.047,48.37,29,27.9,0
27.69,8.09,5.05,16.15,0.086,66.79,26,32.1,0
30.38,7.49,5.94,16.59,0.075,41.58,73,73.9,0
31.87,8.01,5.1,22.89,0.109,59.53,36,22.9,0
28.07,7.82,6.88,28.86,0.203,24.6,114,32.7,0
29.97,7.63,6.41,26.44,0.304,32.43,29,52.7,0
28.52,7.62,4.85,17.18,0.421,9.96,67,37.9,0
29.73,7.52,4.75,17.7,0.086,44.27,106,47.3,0
32.13,6.89,1.44,18.28,0.139,51.71,22,66.4,1
30.02,8.01,4.59,18.88,0.056,5.0,63,54.8,0
25.45,7.93,3.31,12.92,0.259,44.82,66,38.0,1
29.91,8.27,5.28,23.62,0.165,51.06,76,43.0,0
31.47,7.51,5.19,19.24,0.101,50.21,116,53.0,0
28.56,8.84,5.87,17.73,0.027,24.06,79,54.5,0
30.99,7.59,6.75,10.37,0.14,53.6,55,45.3,0
27.62,7.32,4.97,18.37,0.152,42.14,57,50.4,0
26.03,7.25,7.85,6.64,0.018,50.87,84,50.4,0
29.28,6.85,5.29,14.51,0.036,40.11,45,43.6,0
25.49,8.64,3.36,14.62,0.137,47.72,92,35.9,1
28.52,8.55,4.3,19.72,0.396,58.64,55,56.1,0
31.57,8.13,4.53,29.28,0.278,38.94,17,49.4,0
25.18,7.31,5.74,21.43,0.103,46.26,74,13.8,0
26.44,8.8,3.82,26.69,0.091,60.75,40,32.6,0
26.94,7.61,4.63,21.87,0.065,40.0,53,37.8,0
28.87,7.65,4.8,24.75,0.059,25.12,48,42.0,0
28.27,8.59,4.44,29.14,0.097,52.14,26,63.1,0
31.8,8.16,6.01,13.61,0.479,63.52,44,93.0,0
30.91,9.01,5.8,13.22,0.09,61.33,119,10.0,0
29.99,7.94,6.46,22.01,0.121,52.72,48,49.6,0
29.29,7.58,4.59,17.98,0.039,6.84,97,46.0,0
29.79,7.46,6.5,19.32,0.187,32.46,59,42.3,0
27.28,6.78,3.3,16.51,0.12,33.23,17,53.1,1
30.71,7.65,3.26,14.42,0.086,42.67,110,47.2,0
26.78,8.43,3.48,27.72,0.049,67.32,118,39.6,1
30.67,8.13,5.01,11.4,0.062,25.79,38,45.4,0
31.37,7.81,6.5,22.12,0.081,75.63,30,53.3,0
29.42,7.25,4.25,21.15,0.085,36.27,121,51.9,0
28.65,7.92,4.4,8.53,0.048,30.5,21,47.8,0
29.8,8.36,4.73,13.02,0.111,54.68,116,36.2,0
23.28,8.04,5.72,14.02,0.143,55.86,30,87.3,0
29.6,7.89,4.4,21.39,0.212,51.75,114,50.4,0
28.77,7.36,4.33,15.8,0.38,30.46,121,56.4,0
28.9,8.28,3.32,17.49,0.018,49.53,38,37.4,1
30.41,6.08,4.29,9.25,0.16,26.5,36,47.8,0
28.85,8.01,6.47,31.96,0.094,30.04,22,47.7,0
26.72,9.21,5.11,18.43,0.012,40.58,104,16.3,0
28.72,6.97,4.08,20.99,0.069,29.7,51,34.3,0
29.14,7.67,6.55,14.76,0.196,57.79,87,34.0,0
29.23,7.8,4.27,14.08,0.178,33.33,83,36.0,0
29.32,7.55,6.77,29.48,0.132,38.69,72,29.0,0
31.08,8.37,6.75,6.5,0.063,28.8,39,45.7,0
26.83,8.06,5.07,19.67,0.312,57.56,53,66.0,1
29.35,7.88,3.13,10.73,0.043,32.01,70,47.0,0
31.58,8.24,7.86,15.57,0.087,59.13,21,27.3,0
25.53,7.81,5.48,14.17,0.101,58.03,58,29.5,0
29.36,9.5,4.6,12.08,0.113,35.31,95,39.3,0
27.83,7.88,6.2,18.21,0.541,42.45,60,23.8,0
28.26,7.91,5.88,2.59,0.359,34.89,57,49.6,0
27.19,6.86,6.64,16.11,0.173,50.19,110,65.3,0
28.66,7.5,4.17,17.46,0.12,39.08,74,36.4,0
32.68,8.43,5.4,9.84,0.119,35.74,98,46.1,0
26.47,7.07,3.52,27.08,0.207,42.69,16,38.6,0
26.66,6.61,5.83,14.43,0.271,18.27,121,35.6,1
26.4,7.82,4.97,16.58,0.042,40.86,103,47.8,0
32.45,8.55,5.35,14.45,0.383,51.74,109,35.1,1
28.08,7.82,4.82,17.51,0.167,44.07,93,32.9,0
28.95,7.62,4.69,25.85,0.075,56.27,74,20.7,0
28.19,6.78,3.91,32.84,0.107,36.34,73,46.0,0
27.11,8.05,5.99,22.47,0.174,35.11,84,61.0,0
28.53,8.16,6.86,24.53,0.18,25.24,69,55.6,0
33.92,6.82,4.3,28.3,0.049,35.91,97,67.4,1
31.78,8.42,5.69,19.49,0.116,71.49,50,34.9,0
27.29,8.22,5.54,27.42,0.142,46.13,102,57.8,0
30.3,8.42,5.01,22.75,0.274,33.22,51,28.5,0
27.34,8.12,3.09,18.86,0.295,26.91,67,55.6,1
25.45,8.16,3.37,20.1,0.037,18.02,18,69.7,1
31.04,8.09,4.02,7.07,0.125,29.54,118,52.5,0
31.32,8.28,2.33,19.75,0.072,53.39,92,69.9,1
31.09,6.8,6.76,8.74,0.171,35.59,39,36.0,0
28.06,6.97,5.46,8.25,0.522,27.63,15,43.0,1
28.67,7.4,4.96,19.16,0.251,29.28,112,31.3,0
30.5,7.73,2.26,11.32,0.182,51.74,10,45.5,0
29.78,8.01,2.72,17.96,0.221,40.78,67,49.0,0
28.21,7.98,5.0,18.83,0.341,32.59,13,45.4,0
25.76,8.41,7.46,19.1,0.235,37.37,93,37.9,0
29.23,8.43,4.13,12.58,0.044,75.09,34,37.6,0
31.16,7.32,6.08,23.39,0.403,60.29,61,50.2,0
26.6,7.93,4.4,17.46,0.135,64.03,78,42.6,0
30.28,7.33,5.07,20.65,0.166,15.72,54,27.7,0
29.66,7.7,6.52,10.82,0.295,39.73,91,16.5,0
30.5,7.98,4.57,16.93,0.505,32.33,70,36.1,0
30.74,6.0,4.14,24.58,0.086,50.16,60,24.3,0
27.61,9.13,6.77,23.82,0.284,57.9,48,32.5,1
25.77,8.11,5.06,13.22,0.082,46.9,59,38.7,0
27.93,7.47,6.36,14.73,0.155,28.91,48,42.8,0
30.78,8.86,4.14,12.07,0.03,32.08,79,35.0,0
27.92,7.61,6.76,14.06,0.082,51.31,101,77.9,0
27.61,7.87,5.34,9.61,0.149,52.8,81,26.1,0
25.36,7.53,5.54,17.17,0.19,44.11,13,63.1,0
32.51,8.71,5.16,21.8,0.182,43.95,111,42.6,0
30.65,7.74,4.37,13.29,0.258,42.75,104,35.1,0
30.54,7.88,5.0,17.46,0.093,46.04,108,53.8,0
30.94,8.46,4.45,16.68,0.117,52.74,15,38.2,0
30.15,8.12,6.2,24.33,0.121,51.45,108,32.9,0
28.51,7.77,4.75,14.33,0.099,42.35,66,71.8,0
28.67,8.41,3.13,14.55,0.058,41.26,111,12.1,0
28.14,9.2,2.9,12.92,0.136,40.69,103,41.3,1
34.27,7.97,2.84,11.17,0.229,30.3,115,47.9,1
30.11,7.86,5.77,21.18,0.163,30.1,24,66.1,0
28.07,7.89,3.56,17.19,0.089,50.16,76,39.0,0
29.93,8.52,5.38,18.33,0.138,31.31,97,84.9,0
26.98,7.47,5.17,25.65,0.084,54.21,81,56.4,0
32.01,7.65,4.92,25.99,0.193,41.23,107,10.0,0
27.68,6.95,5.55,8.12,0.234,54.29,97,23.2,0
30.0,7.15,5.2,21.89,0.238,51.55,14,48.6,0
31.13,7.52,1.61,19.35,0.107,54.64,33,27.8,0
29.77,7.77,4.6,15.23,0.086,34.85,86,53.2,0
29.19,8.77,5.53,19.97,0.258,48.13,53,38.2,1
29.02,8.09,7.05,7.64,0.101,53.07,52,27.1,0
28.89,7.3,7.11,26.78,0.136,18.73,119,30.5,0
27.85,7.4,3.3,21.09,0.162,67.53,20,57.8,0
28.1,8.56,4.56,12.81,0.128,75.99,72,14.7,0
31.96,8.42,3.04,14.49,0.214,56.21,47,60.7,0
28.78,7.82,6.9,7.78,0.034,54.09,16,61.1,0
27.43,7.56,6.27,16.12,0.18,50.83,54,40.0,0
27.97,8.42,5.44,15.1,0.065,37.15,58,23.9,0
31.2,7.25,5.21,10.05,0.092,40.35,64,53.3,0
30.35,8.02,6.73,22.66,0.147,56.47,29,37.7,0
30.12,9.05,6.51,25.66,0.026,27.4,97,22.3,0
28.48,7.91,6.45,17.84,0.112,26.09,52,73.6,0
30.15,7.37,5.57,16.17,0.097,36.04,78,31.7,0
27.71,8.03,4.56,20.61,0.117,51.84,75,22.9,0
28.48,7.54,5.96,17.88,0.093,29.01,77,49.3,0
30.94,7.03,6.02,11.51,0.137,38.62,70,44.0,0
30.75,8.19,4.76,14.08,0.082,40.4,46,67.3,0
27.04,8.41,4.56,16.22,0.124,26.82,68,39.3,0
27.29,7.63,6.42,19.49,0.146,5.4,73,39.5,0
29.22,7.59,7.08,18.06,0.265,26.6,12,50.0,0
32.45,7.27,4.06,19.26,0.306,45.91,96,48.0,0
25.17,7.72,4.67,8.85,0.037,49.29,63,48.5,0
29.56,7.49,5.44,21.99,0.279,49.42,45,49.1,0
26.25,7.24,5.61,18.02,0.057,51.14,13,47.5,0
27.73,8.84,4.35,33.32,0.125,32.6,46,38.8,0
28.27,8.06,7.35,15.67,0.028,29.39,58,57.5,0
28.16,8.11,5.53,19.94,0.015,47.63,110,39.6,0
27.93,8.29,5.66,34.98,0.502,38.82,87,57.1,1
29.01,8.22,7.2,19.16,0.127,55.61,60,65.8,0
27.93,7.57,4.44,17.59,0.106,47.72,25,34.8,0
26.08,7.95,4.89,12.08,0.16,61.26,42,81.1,0
30.56,7.65,3.43,27.17,0.108,35.02,120,34.3,0
30.51,8.04,4.78,11.05,0.232,58.01,25,34.4,0
30.69,7.99,3.14,20.56,0.153,72.52,85,53.1,1
25.92,7.59,5.93,15.16,0.206,42.81,72,51.6,0
29.6,7.07,5.52,16.86,0.066,49.49,36,46.1,0
30.35,7.88,4.65,9.46,0.032,28.04,114,57.3,0
26.94,7.69,4.87,26.06,0.251,55.41,57,48.8,0
29.02,6.76,5.95,16.33,0.165,58.94,89,76.0,0
28.77,8.08,3.58,10.71,0.044,34.58,21,44.2,0
32.68,8.33,5.26,25.52,0.045,50.79,125,32.2,0
32.85,9.19,5.87,14.98,0.139,46.21,12,36.7,0
25.67,7.58,2.77,20.01,0.195,47.86,47,52.1,0
33.99,7.5,5.86,23.05,0.057,54.18,119,52.3,0
27.17,7.19,2.91,20.84,0.213,49.78,86,48.1,0
30.96,7.91,4.85,4.82,0.264,39.92,91,32.3,1
30.94,7.91,3.55,22.17,0.137,54.5,47,61.6,0
27.01,7.35,6.79,17.4,0.128,58.68,103,74.1,0
29.99,7.7,3.55,16.03,0.04,33.69,121,45.4,0
28.78,6.71,2.94,17.35,0.066,41.97,84,72.2,1
30.11,8.31,5.17,8.34,0.116,15.47,36,58.0,0
29.46,7.38,4.48,19.15,0.168,50.75,118,78.3,0
31.39,7.78,3.12,9.81,0.146,60.35,10,52.1,1
29.15,7.02,5.66,16.28,0.018,38.14,117,47.0,0
28.66,7.48,2.51,18.94,0.054,44.0,11,57.6,0
31.19,7.65,3.7,24.44,0.154,38.7,16,38.5,0
30.16,7.79,4.28,13.08,0.171,36.24,15,51.1,0
30.46,8.06,6.0,26.71,0.091,45.48,32,65.0,0
27.67,8.59,6.62,23.68,0.2,30.24,97,57.3,0
26.91,8.2,6.38,15.42,0.198,38.47,57,44.5,0
27.86,8.33,4.81,11.35,0.479,28.43,19,48.0,0
27.76,8.6,1.97,9.34,0.129,50.84,50,56.4,0
30.57,8.11,5.49,19.63,0.089,45.59,129,55.9,0
30.95,7.78,6.84,13.58,0.057,35.53,73,56.3,0
28.69,8.36,6.54,25.2,0.035,42.56,97,50.1,0
31.86,8.39,5.58,13.92,0.192,38.69,41,32.6,0
31.74,8.16,3.51,12.6,0.177,59.16,72,35.0,0
29.49,7.0,4.34,19.4,0.04,35.38,105,51.9,0
27.36,7.34,7.42,13.88,0.193,51.53,90,57.5,0
32.15,7.65,3.23,18.05,0.142,31.42,10,55.5,1
28.88,8.23,3.57,23.92,0.1,54.21,82,34.9,0
29.25,7.79,6.18,18.7,0.016,57.56,104,42.7,0
28.32,8.43,4.46,18.73,0.176,58.27,26,27.4,0
27.22,8.52,3.52,19.23,0.386,64.07,57,24.1,0
26.06,8.46,6.91,7.84,0.064,46.39,87,46.2,0
30.27,8.46,5.58,20.35,0.143,60.57,10,65.4,0
27.43,7.23,4.52,18.96,0.186,66.36,95,46.5,0
35.12,8.07,3.57,23.36,0.008,25.17,111,73.6,1
26.83,7.47,7.56,21.63,0.055,32.95,73,42.5,0
26.49,6.89,4.97,16.79,0.03,19.56,63,45.5,0
30.02,7.64,6.75,24.19,0.384,57.92,21,30.1,0
32.06,8.53,6.12,16.24,0.008,19.37,96,39.8,0
29.13,8.05,4.35,19.48,0.099,15.3,123,27.2,0
30.14,8.91,4.36,16.13,0.155,25.54,115,21.8,1
25.31,7.9,6.81,20.77,0.064,15.93,75,27.4,0
27.64,9.15,6.83,15.74,0.01,46.08,14,46.3,0
26.85,7.9,2.65,27.89,0.103,25.73,44,33.9,0
25.21,7.81,5.69,30.1,0.063,16.65,41,37.5,1
29.23,7.1,4.85,23.24,0.168,41.37,10,51.1,0
24.51,8.41,3.71,27.25,0.216,42.26,24,21.8,0
26.36,7.52,5.33,8.76,0.04,13.95,78,46.2,0
27.93,7.44,3.31,9.47,0.069,31.29,21,57.7,0
27.34,8.5,4.42,16.07,0.072,40.88,14,59.0,0
29.79,8.44,4.0,18.25,0.213,36.65,123,52.7,0
29.61,8.42,4.38,16.81,0.131,37.06,82,44.2,0
30.79,7.6,4.91,8.15,0.042,59.69,106,35.6,0
30.5,7.77,3.73,24.91,0.263,74.2,39,43.8,0
31.28,7.77,6.97,30.93,0.064,37.3,53,69.8,0
29.0,8.23,5.62,25.69,0.08,22.17,83,49.1,0
29.61,8.65,7.24,24.51,0.052,38.48,92,43.4,0
30.02,8.0,4.8,19.36,0.138,44.91,54,53.5,0
29.28,8.89,4.31,12.94,0.091,41.2,120,45.7,0
28.21,8.29,7.2,18.44,0.319,51.16,94,48.4,0
28.34,7.67,4.28,30.63,0.132,75.18,36,41.3,0
27.36,8.26,4.78,15.89,0.055,16.3,21,38.8,0
29.84,8.74,5.9,15.27,0.121,34.39,11,59.9,0
28.81,8.9,3.45,24.64,0.351,65.12,111,15.7,1
27.67,8.45,5.89,25.04,0.037,34.17,108,52.2,0
27.68,7.81,5.73,12.91,0.175,53.84,67,37.8,0
26.58,7.68,6.59,16.43,0.017,51.46,96,16.4,0
30.96,8.12,6.11,14.99,0.304,60.55,116,30.4,0
29.16,8.72,6.62,18.42,0.082,70.7,29,44.5,0
27.27,8.04,4.86,24.62,0.053,47.0,127,46.5,0
30.62,8.05,3.92,13.18,0.336,15.81,68,56.1,0
27.88,7.83,7.64,24.54,0.115,31.49,62,57.1,0
26.19,7.62,3.09,18.61,0.118,74.79,29,21.8,1
31.04,7.71,3.22,31.96,0.083,20.79,90,50.7,1
27.93,7.87,5.71,19.91,0.086,49.45,82,55.9,0
28.18,8.74,7.03,17.42,0.015,5.0,13,48.3,1
29.08,7.67,5.24,21.45,0.174,21.73,87,52.5,0
31.29,7.83,6.25,15.98,0.03,55.3,26,16.0,0
29.04,7.32,2.51,7.23,0.238,42.54,43,30.1,0
26.6,8.19,4.38,16.56,0.044,36.35,83,65.5,0
30.09,8.55,2.66,16.46,0.127,29.78,103,40.8,0
28.03,8.69,5.98,8.45,0.071,12.05,26,78.3,0
32.78,7.91,3.07,17.56,0.083,52.4,66,25.8,1
29.0,8.12,3.4,5.6,0.097,37.75,44,68.5,1
24.53,7.72,5.64,15.91,0.154,19.17,94,35.8,0
29.71,8.09,6.33,19.46,0.33,42.45,109,57.9,0
32.89,7.97,4.8,18.58,0.081,50.72,86,40.6,0
32.15,7.83,5.71,15.53,0.011,38.99,105,46.7,0
32.66,7.88,5.67,17.49,0.281,43.74,64,53.9,0
26.96,8.05,4.73,13.3,0.194,42.57,81,35.8,0
30.82,7.64,3.63,18.06,0.043,31.4,45,57.0,0
27.56,7.67,5.71,18.35,0.035,42.81,128,41.0,0
29.45,8.74,5.77,12.6,0.159,53.03,34,47.7,0
26.45,9.29,6.12,19.61,0.139,57.52,120,10.0,0
27.71,7.14,5.39,19.57,0.388,53.86,99,39.9,0
27.65,7.11,3.54,17.0,0.175,31.87,128,64.0,0
30.8,7.27,5.86,32.53,0.067,51.54,87,55.4,0
30.6,7.74,5.0,17.16,0.054,48.98,52,58.3,0
29.55,8.29,4.4,16.32,0.124,31.35,43,45.8,0
26.3,8.13,4.63,15.47,0.016,35.04,31,70.1,0
28.38,7.89,4.14,12.17,0.024,52.2,126,49.3,0
27.51,8.09,6.11,22.12,0.038,62.65,22,35.1,0
30.74,7.42,3.23,13.88,0.065,14.82,107,57.8,0
31.36,7.67,3.76,14.59,0.113,66.6,93,58.8,0
31.11,7.79,4.59,14.77,0.184,59.46,25,54.4,0
27.49,6.93,7.02,12.09,0.293,44.99,119,39.0,1
23.52,7.16,6.32,7.49,0.254,38.39,29,49.2,1
25.47,7.18,2.95,15.22,0.226,47.86,29,65.9,1
31.84,8.22,6.69,23.24,0.08,32.39,75,52.2,0
28.2,7.93,6.69,19.18,0.055,39.33,22,22.8,0
27.5,8.14,3.53,27.36,0.157,19.87,22,35.6,0
32.29,6.79,1.85,22.51,0.164,15.88,84,34.9,1
31.53,6.98,4.91,21.14,0.042,76.98,125,33.7,0
29.05,8.16,6.4,29.3,0.097,42.95,16,13.3,0
28.41,6.27,6.99,17.42,0.051,45.06,86,73.4,0
28.74,8.47,3.91,18.38,0.023,41.54,82,31.9,0
29.45,6.8,7.19,17.93,0.148,29.58,17,32.9,0
32.2,8.26,2.22,27.26,0.223,37.39,27,15.9,1
29.84,7.31,4.54,18.02,0.363,43.37,63,58.0,0
30.45,8.38,4.48,14.11,0.103,39.05,93,43.6,0
31.34,9.5,6.44,21.53,0.018,30.72,36,39.7,0
26.66,6.55,6.62,13.1,0.408,49.19,62,40.5,1
30.51,8.18,6.19,21.2,0.434,44.83,68,53.8,1
28.41,6.81,3.31,20.48,0.712,47.89,95,37.8,1
23.97,8.03,6.08,16.86,0.526,52.58,39,15.2,1
24.74,7.69,5.64,21.39,0.141,39.44,92,25.6,0
26.96,7.87,2.91,9.07,0.117,39.47,109,24.8,0
30.06,7.3,2.42,18.98,0.206,64.24,79,49.1,0
29.23,8.23,6.3,15.22,0.028,27.84,96,59.0,0
29.37,7.0,4.77,35.0,0.062,13.9,30,67.0,0
32.9,8.48,3.39,18.93,0.104,50.33,118,20.5,1
26.46,7.57,4.74,14.42,0.261,32.56,46,54.3,0
28.95,7.03,5.46,9.73,0.269,25.84,33,35.8,0
29.61,8.68,4.9,25.83,0.109,55.28,75,88.9,0
27.53,7.76,3.06,15.9,0.031,39.83,56,65.8,1
29.06,8.85,7.36,13.25,0.22,23.05,65,70.5,0
25.8,8.47,6.26,20.02,0.029,71.02,106,57.0,0
31.82,7.36,4.58,21.9,0.073,17.84,74,50.7,0
27.64,7.75,4.63,21.8,0.14,40.7,54,39.0,0
33.06,7.87,5.45,18.12,0.025,13.66,106,36.0,0
28.94,8.64,3.59,18.96,0.059,46.06,55,33.0,0
31.06,8.04,5.4,19.39,0.245,32.38,124,54.3,0
28.89,7.9,3.34,20.02,0.206,54.29,128,68.4,1
28.94,7.69,4.91,20.55,0.036,41.74,66,39.6,0
27.83,7.77,3.54,24.57,0.154,62.26,102,34.2,0
29.24,8.52,3.6,18.34,0.017,35.55,94,22.7,0
29.64,7.8,7.06,13.1,0.19,17.93,113,48.7,0
27.43,7.58,5.07,17.13,0.064,45.56,65,63.4,0
28.75,7.49,5.26,22.52,0.098,38.21,58,64.2,0
27.78,7.5,2.49,7.28,0.127,14.71,43,65.7,1
33.6,7.03,4.25,7.32,0.039,26.17,80,51.2,0
28.82,7.39,5.58,23.51,0.059,30.94,83,46.4,0
32.09,8.62,5.24,27.12,0.373,65.33,64,64.2,1
28.61,7.69,2.31,10.41,0.092,52.61,47,28.3,0
29.52,8.19,5.26,18.6,0.133,36.78,64,38.4,0
26.36,6.44,5.46,15.6,0.135,49.06,70,70.7,0
28.11,8.11,6.6,16.44,0.299,11.41,25,28.9,0
29.42,7.71,4.18,19.83,0.216,33.53,89,44.5,0
32.17,7.54,2.2,10.24,0.041,48.01,111,54.5,1
29.44,7.9,3.75,11.36,0.326,44.48,48,46.2,0
31.77,7.53,3.63,16.19,0.413,33.91,56,62.2,0
30.28,6.63,5.92,17.13,0.041,41.43,21,67.9,1
32.25,8.31,1.6,11.24,0.087,47.07,79,52.2,1
28.88,7.93,4.44,22.74,0.107,41.86,61,65.9,0
33.78,7.63,6.78,15.49,0.09,54.92,112,31.1,0
28.03,7.27,5.01,15.47,0.191,46.78,118,42.6,0
27.47,6.99,6.12,19.7,0.099,49.67,102,81.1,0
26.58,7.92,2.95,17.23,0.074,67.7,35,74.1,1
33.66,8.69,3.0,23.02,0.198,54.41,33,25.8,1
30.64,7.91,6.8,12.4,0.012,68.11,68,44.8,0
28.33,7.04,5.13,9.62,0.141,31.92,84,47.0,0
